board,turn,move_num,result,result_scaled,result_scaled_tempo
rn1qk2r/pp2ppbp/2p2np1/3bN3/3P4/6P1/PP2PPBP/RNBQK2R w KQkq - 0 8,True,8,0,0,0
rn1qk2r/pp2ppbp/2p2np1/3b4/3P4/5NP1/PP2PPBP/RNBQK2R b KQkq - 1 8,False,8,2,7.59375,6.935625
rn2k2r/pp2ppbp/2p2np1/q2b4/3P4/5NP1/PP2PPBP/RNBQK2R w KQkq - 2 9,True,9,0,0,0
rn2k2r/pp2ppbp/2p2np1/q2b4/3P4/5NP1/PP1BPPBP/RN1QK2R b KQkq - 3 9,False,9,2,7.59375,6.935625
rn1qk2r/pp2ppbp/2p2np1/3b4/3P4/5NP1/PP1BPPBP/RN1QK2R w KQkq - 4 10,True,10,0,0,0
rn1qk2r/pp2ppbp/2p2np1/3b4/3P4/4PNP1/PP1B1PBP/RN1QK2R b KQkq - 0 10,False,10,2,7.59375,6.935625
rn1qk2r/pp2ppbp/5np1/2pb4/3P4/4PNP1/PP1B1PBP/RN1QK2R w KQkq - 0 11,True,11,0,0,0
rn1qk2r/pp2ppbp/5np1/2Pb4/8/4PNP1/PP1B1PBP/RN1QK2R b KQkq - 0 11,False,11,2,7.59375,6.935625
r2qk2r/pp2ppbp/n4np1/2Pb4/8/4PNP1/PP1B1PBP/RN1QK2R w KQkq - 1 12,True,12,0,0,0
r2qk2r/pp2ppbp/n4np1/2Pb4/8/2N1PNP1/PP1B1PBP/R2QK2R b KQkq - 2 12,False,12,2,7.59375,6.935625
r2qk2r/pp2ppbp/n1b2np1/2P5/8/2N1PNP1/PP1B1PBP/R2QK2R w KQkq - 3 13,True,13,0,0,0
r2qk2r/pp2ppbp/n1b2np1/2P5/8/2N1PNP1/PP1B1PBP/1R1QK2R b Kkq - 4 13,False,13,2,7.59375,6.935625
r2qk2r/pp2ppbp/2b2np1/2n5/8/2N1PNP1/PP1B1PBP/1R1QK2R w Kkq - 0 14,True,14,0,0,0
r2qk2r/pp2ppbp/2b2np1/2n5/8/2N1PNP1/PP1BQPBP/1R2K2R b Kkq - 1 14,False,14,2,7.59375,6.935625
r2q1rk1/pp2ppbp/2b2np1/2n5/8/2N1PNP1/PP1BQPBP/1R2K2R w K - 2 15,True,15,0,0,0
r2q1rk1/pp2ppbp/2b2np1/2n5/8/2N1PNP1/PP1BQPBP/1R3RK1 b - - 3 15,False,15,2,7.59375,6.935625
r4rk1/pp2ppbp/2b2np1/2n5/8/2NqPNP1/PP1BQPBP/1R3RK1 w - - 4 16,True,16,0,0,0
r4rk1/pp2ppbp/2b2np1/2n5/3N4/2NqP1P1/PP1BQPBP/1R3RK1 b - - 5 16,False,16,2,7.59375,6.935625
r4rk1/pp2ppbp/2b2np1/2n5/3N4/2N1P1P1/PP1BqPBP/1R3RK1 w - - 0 17,True,17,0,0,0
r4rk1/pp2ppbp/2b2np1/2n5/3N4/4P1P1/PP1BNPBP/1R3RK1 b - - 0 17,False,17,2,7.59375,6.935625
r4rk1/pp2ppbp/5np1/2n5/3Nb3/4P1P1/PP1BNPBP/1R3RK1 w - - 1 18,True,18,0,0,0
r4rk1/pp2ppbp/5np1/2n5/3NB3/4P1P1/PP1BNP1P/1R3RK1 b - - 0 18,False,18,2,7.59375,6.935625
r4rk1/pp2ppbp/5np1/8/3Nn3/4P1P1/PP1BNP1P/1R3RK1 w - - 0 19,True,19,0,0,0
r4rk1/pp2ppbp/5np1/8/4n3/1N2P1P1/PP1BNP1P/1R3RK1 b - - 1 19,False,19,2,7.59375,6.935625
r2r2k1/pp2ppbp/5np1/8/4n3/1N2P1P1/PP1BNP1P/1R3RK1 w - - 2 20,True,20,0,0,0
r2r2k1/pp2ppbp/5np1/8/4n3/1N2P1P1/PP1BNP1P/1R1R2K1 b - - 3 20,False,20,2,7.59375,6.935625
r2r2k1/pp2ppbp/5np1/8/8/1N2P1P1/PP1nNP1P/1R1R2K1 w - - 0 21,True,21,0,0,0
r2r2k1/pp2ppbp/5np1/8/8/4P1P1/PP1NNP1P/1R1R2K1 b - - 0 21,False,21,2,7.59375,6.935625
2rr2k1/pp2ppbp/5np1/8/8/4P1P1/PP1NNP1P/1R1R2K1 w - - 1 22,True,22,0,0,0
2rr2k1/pp2ppbp/5np1/8/3N4/4P1P1/PP1N1P1P/1R1R2K1 b - - 2 22,False,22,2,7.59375,6.935625
2rr2k1/pp1nppbp/6p1/8/3N4/4P1P1/PP1N1P1P/1R1R2K1 w - - 3 23,True,23,0,0,0
2rr2k1/pp1nppbp/6p1/8/3N4/4P1P1/PP1N1P1P/1RR3K1 b - - 4 23,False,23,2,7.59375,6.935625
2rr2k1/pp1nppb1/6p1/7p/3N4/4P1P1/PP1N1P1P/1RR3K1 w - - 0 24,True,24,0,0,0
2rr2k1/pp1nppb1/6p1/7p/3N4/4P1P1/PP1N1P1P/1RR2K2 b - - 1 24,False,24,2,7.59375,6.935625
2rr2k1/pp2ppb1/6p1/2n4p/3N4/4P1P1/PP1N1P1P/1RR2K2 w - - 2 25,True,25,0,0,0
2rr2k1/pp2ppb1/6p1/2n4p/3N4/1N2P1P1/PP3P1P/1RR2K2 b - - 3 25,False,25,2,7.59375,6.935625
2rr2k1/pp2ppb1/6p1/7p/n2N4/1N2P1P1/PP3P1P/1RR2K2 w - - 4 26,True,26,0,0,0
2rr2k1/pp2ppb1/6p1/7p/n2N3P/1N2P1P1/PP3P2/1RR2K2 b - - 0 26,False,26,2,7.59375,6.935625
2rr1k2/pp2ppb1/6p1/7p/n2N3P/1N2P1P1/PP3P2/1RR2K2 w - - 1 27,True,27,0,0,0
2rr1k2/pp2ppb1/6p1/1N5p/n6P/1N2P1P1/PP3P2/1RR2K2 b - - 2 27,False,27,2,7.59375,6.935625
2rr1k2/1p2ppb1/p5p1/1N5p/n6P/1N2P1P1/PP3P2/1RR2K2 w - - 0 28,True,28,0,0,0
2rr1k2/1p2ppb1/p5p1/7p/n2N3P/1N2P1P1/PP3P2/1RR2K2 b - - 1 28,False,28,2,7.59375,6.935625
2rr1k2/4ppb1/p5p1/1p5p/n2N3P/1N2P1P1/PP3P2/1RR2K2 w - - 0 29,True,29,0,0,0
2rr1k2/4ppb1/p5p1/1p5p/n2N3P/1N2P1P1/PP2KP2/1RR5 b - - 1 29,False,29,2,7.59375,6.935625
3r1k2/4ppb1/p5p1/1p5p/n2N3P/1N2P1P1/PP2KP2/1Rr5 w - - 0 30,True,30,0,0,0
3r1k2/4ppb1/p5p1/1p5p/n2N3P/4P1P1/PP2KP2/1RN5 b - - 0 30,False,30,2,7.59375,6.935625
2r2k2/4ppb1/p5p1/1p5p/n2N3P/4P1P1/PP2KP2/1RN5 w - - 1 31,True,31,0,0,0
2r2k2/4ppb1/p5p1/1p5p/n2N1P1P/4P1P1/PP2K3/1RN5 b - - 0 31,False,31,2,7.59375,6.935625
2r2k2/5pb1/p5p1/1p2p2p/n2N1P1P/4P1P1/PP2K3/1RN5 w - - 0 32,True,32,0,0,0
2r2k2/5pb1/p5p1/1p2P2p/n2N3P/4P1P1/PP2K3/1RN5 b - - 0 32,False,32,2,7.59375,6.935625
2r2k2/5p2/p5p1/1p2b2p/n2N3P/4P1P1/PP2K3/1RN5 w - - 0 33,True,33,0,0,0
2r2k2/5p2/p5p1/1p2b2p/n2N3P/4P1P1/PP3K2/1RN5 b - - 1 33,False,33,2,7.59375,6.935625
2r2k2/5p2/p5p1/1p5p/n2b3P/4P1P1/PP3K2/1RN5 w - - 0 34,True,34,0,0,0
2r2k2/5p2/p5p1/1p5p/n2P3P/6P1/PP3K2/1RN5 b - - 0 34,False,34,2,7.59375,6.935625
5k2/5p2/p5p1/1p5p/n2P3P/6P1/PPr2K2/1RN5 w - - 1 35,True,35,0,0,0
5k2/5p2/p5p1/1p5p/n2P3P/5KP1/PPr5/1RN5 b - - 2 35,False,35,2,7.59375,6.935625
5k2/5p2/p5p1/1p5p/3P3P/5KP1/Pnr5/1RN5 w - - 0 36,True,36,0,0,0
5k2/5p2/p5p1/1p5p/3PK2P/6P1/Pnr5/1RN5 b - - 1 36,False,36,2,7.59375,6.935625
5k2/5p2/p5p1/1p5p/n2PK2P/6P1/P1r5/1RN5 w - - 2 37,True,37,0,0,0
5k2/5p2/p5p1/1p5p/n2PK2P/6P1/P1r5/R1N5 b - - 3 37,False,37,2,7.59375,6.935625
8/4kp2/p5p1/1p5p/n2PK2P/6P1/P1r5/R1N5 w - - 4 38,True,38,0,0,0
8/4kp2/p5p1/1p5p/n2PK2P/1N4P1/P1r5/R7 b - - 5 38,False,38,2,7.59375,6.935625
8/4kp2/p5p1/1p5p/n2PK2P/1N4P1/r7/R7 w - - 0 39,True,39,0,0,0
8/4kp2/p5p1/1p5p/n2PK2P/1N4P1/r7/4R3 b - - 1 39,False,39,2,7.59375,6.935625
8/5p2/p2k2p1/1p5p/n2PK2P/1N4P1/r7/4R3 w - - 2 40,True,40,0,0,0
8/5p2/p2k2p1/1p5p/n2PK2P/1N4P1/r7/5R2 b - - 3 40,False,40,2,7.59375,6.935625
8/8/p2k2p1/1p3p1p/n2PK2P/1N4P1/r7/5R2 w - - 0 41,True,41,0,0,0
8/8/p2k2p1/1p3p1p/n2P3P/1N3KP1/r7/5R2 b - - 1 41,False,41,2,7.59375,6.935625
8/8/p2k2p1/1p3p1p/3P3P/1Nn2KP1/r7/5R2 w - - 2 42,True,42,0,0,0
8/8/p2k2p1/1pN2p1p/3P3P/2n2KP1/r7/5R2 b - - 3 42,False,42,2,7.59375,6.935625
8/8/p5p1/1pNk1p1p/3P3P/2n2KP1/r7/5R2 w - - 4 43,True,43,0,0,0
8/8/p5p1/1pNk1p1p/3P3P/2n1K1P1/r7/5R2 b - - 5 43,False,43,2,7.59375,6.935625
8/8/6p1/ppNk1p1p/3P3P/2n1K1P1/r7/5R2 w - - 0 44,True,44,0,0,0
8/8/6p1/ppNk1p1p/3P1K1P/2n3P1/r7/5R2 b - - 1 44,False,44,2,7.59375,6.935625
8/8/6p1/ppNk1p1p/3PnK1P/6P1/r7/5R2 w - - 2 45,True,45,0,0,0
8/8/6p1/ppNk1p1p/3PnK1P/6P1/r7/2R5 b - - 3 45,False,45,2,7.59375,6.935625
8/8/6p1/p1Nk1p1p/1p1PnK1P/6P1/r7/2R5 w - - 0 46,True,46,0,0,0
8/3N4/6p1/p2k1p1p/1p1PnK1P/6P1/r7/2R5 b - - 1 46,False,46,2,7.59375,6.935625
8/3N4/6p1/p2k1p1p/3PnK1P/1p4P1/r7/2R5 w - - 0 47,True,47,0,0,0
8/3N4/6p1/p2k1p1p/3Pn2P/1p2K1P1/r7/2R5 b - - 1 47,False,47,2,7.59375,6.935625
8/3N4/6p1/p2k1p1p/3Pn2P/1p2K1P1/2r5/2R5 w - - 2 48,True,48,0,0,0
8/3N4/6p1/p2k1p1p/3Pn2P/1p2K1P1/2r5/1R6 b - - 3 48,False,48,2,7.59375,6.935625
8/3N4/6p1/p2k1p1p/3Pn2P/1pr1K1P1/8/1R6 w - - 4 49,True,49,0,0,0
8/3N4/6p1/p2k1p1p/3PnK1P/1pr3P1/8/1R6 b - - 5 49,False,49,2,7.59375,6.935625
8/3N4/6p1/p2k1p1p/3P1K1P/1pr3P1/3n4/1R6 w - - 6 50,True,50,0,0,0
8/3N4/6p1/p2k1p1p/3P1K1P/1pr3P1/1R1n4/8 b - - 7 50,False,50,2,7.59375,6.935625
8/3N4/6p1/p2k1p1p/3P1K1P/1p4P1/1Rrn4/8 w - - 8 51,True,51,0,0,0
8/8/1N4p1/p2k1p1p/3P1K1P/1p4P1/1Rrn4/8 b - - 9 51,False,51,2,7.59375,6.935625
8/8/1N4p1/p4p1p/3k1K1P/1p4P1/1Rrn4/8 w - - 0 52,True,52,0,0,0
8/8/6p1/p4p1p/N2k1K1P/1p4P1/1Rrn4/8 b - - 1 52,False,52,2,7.59375,6.935625
8/8/6p1/p4p1p/N2k1K1P/1p4P1/1r1n4/8 w - - 0 53,True,53,0,0,0
8/8/6p1/p4p1p/3k1K1P/1p4P1/1N1n4/8 b - - 0 53,False,53,2,7.59375,6.935625
8/8/6p1/p4p1p/3knK1P/1p4P1/1N6/8 w - - 1 54,True,54,0,0,0
8/8/6p1/p4p1p/3knKPP/1p6/1N6/8 b - - 0 54,False,54,2,7.59375,6.935625
8/8/6p1/p6p/3knKpP/1p6/1N6/8 w - - 0 55,True,55,0,0,0
8/8/6p1/p6p/3knKpP/1p6/8/3N4 b - - 1 55,False,55,2,7.59375,6.935625
8/8/6p1/p6p/3k1KpP/1pn5/8/3N4 w - - 2 56,True,56,0,0,0
8/8/6p1/p6p/3k1KpP/1pn5/5N2/8 b - - 3 56,False,56,2,7.59375,6.935625
8/8/6p1/7p/p2k1KpP/1pn5/5N2/8 w - - 0 57,True,57,0,0,0
8/8/6p1/7p/p2k1KpP/1pn4N/8/8 b - - 1 57,False,57,2,7.59375,6.935625
8/8/6p1/3n3p/p2k1KpP/1p5N/8/8 w - - 2 58,True,58,0,0,0
8/8/6p1/3n2Kp/p2k2pP/1p5N/8/8 b - - 3 58,False,58,2,7.59375,6.935625
8/8/6p1/3n2Kp/p2k3P/1p5p/8/8 w - - 0 59,True,59,0,0,0
8/8/6K1/3n3p/p2k3P/1p5p/8/8 b - - 0 59,False,59,2,7.59375,6.935625
8/8/6K1/3n3p/p2k3P/7p/1p6/8 w - - 0 60,True,60,0,0,0
8/8/8/3n2Kp/p2k3P/7p/1p6/8 b - - 1 60,False,60,2,7.59375,6.935625
8/8/8/3n2Kp/3k3P/p6p/1p6/8 w - - 0 61,True,61,0,0,0
8/8/7K/3n3p/3k3P/p6p/1p6/8 b - - 1 61,False,61,2,7.59375,6.935625
8/8/7K/3n3p/3k3P/p6p/8/1q6 w - - 0 62,True,62,0,0,0
8/8/8/3n3K/3k3P/p6p/8/1q6 b - - 0 62,False,62,2,7.59375,6.935625
8/8/8/3n3K/3k3P/p7/7p/1q6 w - - 0 63,True,63,0,0,0
8/8/8/3n2K1/3k3P/p7/7p/1q6 b - - 1 63,False,63,2,7.59375,6.935625
8/8/8/3n2K1/7P/p1k5/7p/1q6 w - - 2 64,True,64,0,0,0
8/8/7K/3n4/7P/p1k5/7p/1q6 b - - 3 64,False,64,2,7.59375,6.935625
8/8/7K/3n4/7P/p1k5/7p/6q1 w - - 4 65,True,65,0,0,0
8/8/8/3n3K/7P/p1k5/7p/6q1 b - - 5 65,False,65,2,7.59375,6.935625
8/4n3/8/7K/7P/p1k5/7p/6q1 w - - 6 66,True,66,0,0,0
8/4n3/7K/8/7P/p1k5/7p/6q1 b - - 7 66,False,66,2,7.59375,6.935625
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,True,1,2,11.390625,12.2259375
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,False,1,0,0,0
rnbqkbnr/pppp1ppp/4p3/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,True,2,2,0.6666666666666666,0.7155555555555555
rnbqkbnr/pppp1ppp/4p3/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,False,2,0,0,0
rnbqkbnr/pp1p1ppp/4p3/2p5/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,True,3,2,0.6666666666666666,0.7155555555555555
rnbqkbnr/pp1p1ppp/4p3/2pP4/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,False,3,0,0,0
rnbqk1nr/pp1pbppp/4p3/2pP4/4P3/8/PPP2PPP/RNBQKBNR w KQkq - 1 4,True,4,2,0.6666666666666666,0.7155555555555555
rnbqk1nr/pp1pbppp/3Pp3/2p5/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 0 4,False,4,0,0,0
rnbqk1nr/pp1p1ppp/3Ppb2/2p5/4P3/8/PPP2PPP/RNBQKBNR w KQkq - 1 5,True,5,2,0.6666666666666666,0.7155555555555555
rnbqk1nr/pp1p1ppp/3Ppb2/2p5/4P3/5N2/PPP2PPP/RNBQKB1R b KQkq - 2 5,False,5,0,0,0
r1bqk1nr/pp1p1ppp/2nPpb2/2p5/4P3/5N2/PPP2PPP/RNBQKB1R w KQkq - 3 6,True,6,2,0.6666666666666666,0.7155555555555555
r1bqk1nr/pp1p1ppp/2nPpb2/2p5/4P3/5N2/PPP1QPPP/RNB1KB1R b KQkq - 4 6,False,6,0,0,0
r1bqk1nr/p2p1ppp/2nPpb2/1pp5/4P3/5N2/PPP1QPPP/RNB1KB1R w KQkq - 0 7,True,7,2,0.6666666666666666,0.7155555555555555
r1bqk1nr/p2p1ppp/2nPpb2/1pp1P3/8/5N2/PPP1QPPP/RNB1KB1R b KQkq - 0 7,False,7,0,0,0
r1b1k1nr/p2p1ppp/2nPpb2/qpp1P3/8/5N2/PPP1QPPP/RNB1KB1R w KQkq - 1 8,True,8,2,0.6666666666666666,0.7155555555555555
r1b1k1nr/p2p1ppp/2nPpb2/qpp1P3/8/5N2/PPPBQPPP/RN2KB1R b KQkq - 2 8,False,8,0,0,0
r1b1k1nr/p2p1ppp/1qnPpb2/1pp1P3/8/5N2/PPPBQPPP/RN2KB1R w KQkq - 3 9,True,9,2,0.6666666666666666,0.7155555555555555
r1b1k1nr/p2p1ppp/1qnPpP2/1pp5/8/5N2/PPPBQPPP/RN2KB1R b KQkq - 0 9,False,9,0,0,0
r3k1nr/pb1p1ppp/1qnPpP2/1pp5/8/5N2/PPPBQPPP/RN2KB1R w KQkq - 1 10,True,10,2,0.6666666666666666,0.7155555555555555
r3k1nr/pb1p1pPp/1qnPp3/1pp5/8/5N2/PPPBQPPP/RN2KB1R b KQkq - 0 10,False,10,0,0,0
3rk1nr/pb1p1pPp/1qnPp3/1pp5/8/5N2/PPPBQPPP/RN2KB1R w KQk - 1 11,True,11,2,0.6666666666666666,0.7155555555555555
3rk1nQ/pb1p1p1p/1qnPp3/1pp5/8/5N2/PPPBQPPP/RN2KB1R b KQ - 0 11,False,11,0,0,0
3rk1nQ/pb1pnp1p/1q1Pp3/1pp5/8/5N2/PPPBQPPP/RN2KB1R w KQ - 1 12,True,12,2,0.6666666666666666,0.7155555555555555
3rk1nQ/pb1pPp1p/1q2p3/1pp5/8/5N2/PPPBQPPP/RN2KB1R b KQ - 0 12,False,12,0,0,0
3r2nQ/pb1pkp1p/1q2p3/1pp5/8/5N2/PPPBQPPP/RN2KB1R w KQ - 0 13,True,13,2,0.6666666666666666,0.7155555555555555
3r2nQ/pb1pkp1p/1q2p3/1pp3B1/8/5N2/PPP1QPPP/RN2KB1R b KQ - 1 13,False,13,0,0,0
3r1knQ/pb1p1p1p/1q2p3/1pp3B1/8/5N2/PPP1QPPP/RN2KB1R w KQ - 2 14,True,14,2,0.6666666666666666,0.7155555555555555
3r1knQ/pb1p1p1p/1q2p3/1pp3B1/8/5N2/PPPNQPPP/R3KB1R b KQ - 3 14,False,14,0,0,0
3r1knQ/pb1p1p1p/1q6/1pp1p1B1/8/5N2/PPPNQPPP/R3KB1R w KQ - 0 15,True,15,2,0.6666666666666666,0.7155555555555555
3r1knQ/pb1p1p1p/1q6/1pp1Q1B1/8/5N2/PPPN1PPP/R3KB1R b KQ - 0 15,False,15,0,0,0
3r1knQ/pb1p1p1p/5q2/1pp1Q1B1/8/5N2/PPPN1PPP/R3KB1R w KQ - 1 16,True,16,2,0.6666666666666666,0.7155555555555555
3r1kn1/pb1p1p1p/5Q2/1pp1Q1B1/8/5N2/PPPN1PPP/R3KB1R b KQ - 0 16,False,16,0,0,0
4rkn1/pb1p1p1p/5Q2/1pp1Q1B1/8/5N2/PPPN1PPP/R3KB1R w KQ - 1 17,True,17,2,0.6666666666666666,0.7155555555555555
4rkn1/pb1p1p1p/5Q1B/1pp1Q3/8/5N2/PPPN1PPP/R3KB1R b KQ - 2 17,False,17,0,0,0
4rk2/pb1p1p1p/5Q1n/1pp1Q3/8/5N2/PPPN1PPP/R3KB1R w KQ - 0 18,True,18,2,0.6666666666666666,0.7155555555555555
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,True,1,2,1.5,1.55
rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,False,1,0,0,0
rnbqkb1r/pppppppp/5n2/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 2 2,True,2,2,1.0,1.0333333333333334
rnbqkb1r/pppppppp/5n2/8/2P5/5N2/PP1PPPPP/RNBQKB1R b KQkq - 0 2,False,2,0,0,0
rnbqkb1r/pp1ppppp/5n2/2p5/2P5/5N2/PP1PPPPP/RNBQKB1R w KQkq - 0 3,True,3,2,1.0,1.0333333333333334
rnbqkb1r/pp1ppppp/5n2/2p5/2P5/5NP1/PP1PPP1P/RNBQKB1R b KQkq - 0 3,False,3,0,0,0
r1bqkb1r/pp1ppppp/2n2n2/2p5/2P5/5NP1/PP1PPP1P/RNBQKB1R w KQkq - 1 4,True,4,2,1.0,1.0333333333333334
r1bqkb1r/pp1ppppp/2n2n2/2p5/2P5/2N2NP1/PP1PPP1P/R1BQKB1R b KQkq - 2 4,False,4,0,0,0
r1bqkb1r/pp1p1ppp/2n1pn2/2p5/2P5/2N2NP1/PP1PPP1P/R1BQKB1R w KQkq - 0 5,True,5,2,1.0,1.0333333333333334
r1bqkb1r/pp1p1ppp/2n1pn2/2p5/2PP4/2N2NP1/PP2PP1P/R1BQKB1R b KQkq - 0 5,False,5,0,0,0
