board,turn,move_num,result,result_scaled,result_scaled_tempo
r1bqkb1r/pp3ppp/2n1pn2/2pp4/2PP4/2N2NP1/PP2PP1P/R1BQKB1R w KQkq - 0 6,True,6,2,1.0,1.0333333333333334
r1bqkb1r/pp3ppp/2n1pn2/2pp4/2PP1B2/2N2NP1/PP2PP1P/R2QKB1R b KQkq - 1 6,False,6,0,0,0
r1b1kb1r/pp3ppp/1qn1pn2/2pp4/2PP1B2/2N2NP1/PP2PP1P/R2QKB1R w KQkq - 2 7,True,7,2,1.0,1.0333333333333334
r1b1kb1r/pp3ppp/1qn1pn2/2pp4/N1PP1B2/5NP1/PP2PP1P/R2QKB1R b KQkq - 3 7,False,7,0,0,0
r1b1kb1r/pp3ppp/2n1pn2/q1pp4/N1PP1B2/5NP1/PP2PP1P/R2QKB1R w KQkq - 4 8,True,8,2,1.0,1.0333333333333334
r1b1kb1r/pp3ppp/2n1pn2/q1pp4/N1PP4/5NP1/PP1BPP1P/R2QKB1R b KQkq - 5 8,False,8,0,0,0
r1b1kb1r/ppq2ppp/2n1pn2/2pp4/N1PP4/5NP1/PP1BPP1P/R2QKB1R w KQkq - 6 9,True,9,2,1.0,1.0333333333333334
r1b1kb1r/ppq2ppp/2n1pn2/2pp4/N1PP1B2/5NP1/PP2PP1P/R2QKB1R b KQkq - 7 9,False,9,0,0,0
r1b1kb1r/pp2qppp/2n1pn2/2pp4/N1PP1B2/5NP1/PP2PP1P/R2QKB1R w KQkq - 8 10,True,10,2,1.0,1.0333333333333334
r1b1kb1r/pp2qppp/2n1pn2/2Pp4/N1P2B2/5NP1/PP2PP1P/R2QKB1R b KQkq - 0 10,False,10,0,0,0
r1b1kb1r/pp2qppp/2n1pn2/2P5/N1p2B2/5NP1/PP2PP1P/R2QKB1R w KQkq - 0 11,True,11,2,1.0,1.0333333333333334
r1b1kb1r/pp2qppp/2n1pn2/2P5/N1p2B2/6P1/PP1NPP1P/R2QKB1R b KQkq - 1 11,False,11,0,0,0
r1b1kb1r/pp2qppp/2n2n2/2P1p3/N1p2B2/6P1/PP1NPP1P/R2QKB1R w KQkq - 0 12,True,12,2,1.0,1.0333333333333334
r1b1kb1r/pp2qppp/2n2n2/2P1p3/N1p5/4B1P1/PP1NPP1P/R2QKB1R b KQkq - 1 12,False,12,0,0,0
r3kb1r/pp2qppp/2n2n2/2P1pb2/N1p5/4B1P1/PP1NPP1P/R2QKB1R w KQkq - 2 13,True,13,2,1.0,1.0333333333333334
r3kb1r/pp2qppp/2n2n2/2P1pb2/N1p5/4B1P1/PP1NPPBP/R2QK2R b KQkq - 3 13,False,13,0,0,0
r3kb1r/pp3ppp/2n1qn2/2P1pb2/N1p5/4B1P1/PP1NPPBP/R2QK2R w KQkq - 4 14,True,14,2,1.0,1.0333333333333334
r3kb1r/pp3ppp/2n1qn2/2P1pb2/2p5/2N1B1P1/PP1NPPBP/R2QK2R b KQkq - 5 14,False,14,0,0,0
r3kb1r/pp3ppp/2n1q3/2P1pb2/2p3n1/2N1B1P1/PP1NPPBP/R2QK2R w KQkq - 6 15,True,15,2,1.0,1.0333333333333334
r3kb1r/pp3ppp/2n1q3/2PBpb2/2p3n1/2N1B1P1/PP1NPP1P/R2QK2R b KQkq - 7 15,False,15,0,0,0
r3kb1r/pp3ppp/2n1q3/2PBpb2/2p5/2N1n1P1/PP1NPP1P/R2QK2R w KQkq - 0 16,True,16,2,1.0,1.0333333333333334
r3kb1r/pp3ppp/2n1q3/2PBpb2/2p5/2N1P1P1/PP1NP2P/R2QK2R b KQkq - 0 16,False,16,0,0,0
r3kb1r/pp1q1ppp/2n5/2PBpb2/2p5/2N1P1P1/PP1NP2P/R2QK2R w KQkq - 1 17,True,17,2,1.0,1.0333333333333334
r3kb1r/pp1q1ppp/2n5/2PBpb2/2p1N3/2N1P1P1/PP2P2P/R2QK2R b KQkq - 2 17,False,17,0,0,0
r3kb1r/pp1q1ppp/2n5/2PBp3/2p1b3/2N1P1P1/PP2P2P/R2QK2R w KQkq - 0 18,True,18,2,1.0,1.0333333333333334
r3kb1r/pp1q1ppp/2n5/2P1p3/2p1B3/2N1P1P1/PP2P2P/R2QK2R b KQkq - 0 18,False,18,0,0,0
r3k2r/pp1q1ppp/2n5/2b1p3/2p1B3/2N1P1P1/PP2P2P/R2QK2R w KQkq - 0 19,True,19,2,1.0,1.0333333333333334
r3k2r/pp1q1ppp/2n5/2b1p3/2p1B3/2N1P1P1/PP2P2P/R2QKR2 b Qkq - 1 19,False,19,0,0,0
r3k2r/pp1q2pp/2n2p2/2b1p3/2p1B3/2N1P1P1/PP2P2P/R2QKR2 w Qkq - 0 20,True,20,2,1.0,1.0333333333333334
r3k2r/pp1q2pp/2n2p2/2bNp3/2p1B3/4P1P1/PP2P2P/R2QKR2 b Qkq - 1 20,False,20,0,0,0
r4rk1/pp1q2pp/2n2p2/2bNp3/2p1B3/4P1P1/PP2P2P/R2QKR2 w Q - 2 21,True,21,2,1.0,1.0333333333333334
r4rk1/pp1q2pp/2n2N2/2b1p3/2p1B3/4P1P1/PP2P2P/R2QKR2 b Q - 0 21,False,21,0,0,0
r4r1k/pp1q2pp/2n2N2/2b1p3/2p1B3/4P1P1/PP2P2P/R2QKR2 w Q - 1 22,True,22,2,1.0,1.0333333333333334
r4r1k/pp1Q2pp/2n2N2/2b1p3/2p1B3/4P1P1/PP2P2P/R3KR2 b Q - 0 22,False,22,0,0,0
r4r1k/pp1Qb1pp/2n2N2/4p3/2p1B3/4P1P1/PP2P2P/R3KR2 w Q - 1 23,True,23,2,1.0,1.0333333333333334
r4r1k/pp1Qb1pp/2n2N2/4p3/2p1B3/4P1P1/PP2P2P/2KR1R2 b - - 2 23,False,23,0,0,0
r4r1k/pp1Qb1pp/5N2/4p3/1np1B3/4P1P1/PP2P2P/2KR1R2 w - - 3 24,True,24,2,1.0,1.0333333333333334
r4r1k/pp2Q1pp/5N2/4p3/1np1B3/4P1P1/PP2P2P/2KR1R2 b - - 0 24,False,24,0,0,0
r4r1k/pp2Q1pp/5N2/4p3/2p1B3/4P1P1/nP2P2P/2KR1R2 w - - 0 25,True,25,2,1.0,1.0333333333333334
r4r1k/pp2Q1pp/5N2/4p3/2p1B3/4P1P1/nP2P2P/1K1R1R2 b - - 1 25,False,25,0,0,0
r4r1k/1p2Q1pp/p4N2/4p3/2p1B3/4P1P1/nP2P2P/1K1R1R2 w - - 0 26,True,26,2,1.0,1.0333333333333334
r4r1k/1p1NQ1pp/p7/4p3/2p1B3/4P1P1/nP2P2P/1K1R1R2 b - - 1 26,False,26,0,0,0
r6k/1p1NQ1pp/p7/4p3/2p1Br2/4P1P1/nP2P2P/1K1R1R2 w - - 2 27,True,27,2,1.0,1.0333333333333334
r6k/1p1NQ1pp/p7/4p3/2p1BP2/4P3/nP2P2P/1K1R1R2 b - - 0 27,False,27,0,0,0
1r5k/1p1NQ1pp/p7/4p3/2p1BP2/4P3/nP2P2P/1K1R1R2 w - - 1 28,True,28,2,1.0,1.0333333333333334
1r5k/1p1NQ1pp/p7/4p3/2p1BP2/4P3/KP2P2P/3R1R2 b - - 0 28,False,28,0,0,0
1r5k/1p1NQ1pp/p7/4p3/4BP2/2p1P3/KP2P2P/3R1R2 w - - 0 29,True,29,2,1.0,1.0333333333333334
1N5k/1p2Q1pp/p7/4p3/4BP2/2p1P3/KP2P2P/3R1R2 b - - 0 29,False,29,0,0,0
1N5k/4Q1pp/pp6/4p3/4BP2/2p1P3/KP2P2P/3R1R2 w - - 0 30,True,30,2,1.0,1.0333333333333334
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,True,1,0,0,0
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,False,1,2,1.5,1.395
rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,True,2,0,0,0
rnbqkbnr/pp1ppppp/8/2p5/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq - 1 2,False,2,2,5.0625,4.708125
rnbqkbnr/pp1p1ppp/4p3/2p5/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 0 3,True,3,0,0,0
rnbqkbnr/pp1p1ppp/4p3/2p5/2B1P3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 1 3,False,3,2,5.0625,4.708125
rnbqkb1r/pp1p1ppp/4pn2/2p5/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq - 2 4,True,4,0,0,0
rnbqkb1r/pp1p1ppp/4pn2/2p5/2B1P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 3 4,False,4,2,5.0625,4.708125
rnbqkb1r/pp3ppp/4pn2/2pp4/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 5,True,5,0,0,0
rnbqkb1r/pp3ppp/4pn2/2pP4/2B5/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 0 5,False,5,2,5.0625,4.708125
rnbqkb1r/pp3ppp/5n2/2pp4/2B5/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 6,True,6,0,0,0
rnbqkb1r/pp3ppp/5n2/2pp4/8/1BN2N2/PPPP1PPP/R1BQK2R b KQkq - 1 6,False,6,2,5.0625,4.708125
r1bqkb1r/pp3ppp/2n2n2/2pp4/8/1BN2N2/PPPP1PPP/R1BQK2R w KQkq - 2 7,True,7,0,0,0
r1bqkb1r/pp3ppp/2n2n2/2pp4/8/1BN2N2/PPPP1PPP/R1BQ1RK1 b kq - 3 7,False,7,2,5.0625,4.708125
r1bqk2r/pp2bppp/2n2n2/2pp4/8/1BN2N2/PPPP1PPP/R1BQ1RK1 w kq - 4 8,True,8,0,0,0
r1bqk2r/pp2bppp/2n2n2/2pp4/3P4/1BN2N2/PPP2PPP/R1BQ1RK1 b kq - 0 8,False,8,2,5.0625,4.708125
r1bqk2r/pp2bppp/2n2n2/3p4/2pP4/1BN2N2/PPP2PPP/R1BQ1RK1 w kq - 0 9,True,9,0,0,0
r1bqk2r/pp2bppp/2n2n2/3p4/B1pP4/2N2N2/PPP2PPP/R1BQ1RK1 b kq - 1 9,False,9,2,5.0625,4.708125
r1bq1rk1/pp2bppp/2n2n2/3p4/B1pP4/2N2N2/PPP2PPP/R1BQ1RK1 w - - 2 10,True,10,0,0,0
r1bq1rk1/pp2bppp/2n2n2/3pN3/B1pP4/2N5/PPP2PPP/R1BQ1RK1 b - - 3 10,False,10,2,5.0625,4.708125
r1b2rk1/pp2bppp/1qn2n2/3pN3/B1pP4/2N5/PPP2PPP/R1BQ1RK1 w - - 4 11,True,11,0,0,0
r1b2rk1/pp2bppp/1qB2n2/3pN3/2pP4/2N5/PPP2PPP/R1BQ1RK1 b - - 0 11,False,11,2,5.0625,4.708125
r1b2rk1/p3bppp/1qp2n2/3pN3/2pP4/2N5/PPP2PPP/R1BQ1RK1 w - - 0 12,True,12,0,0,0
r1b2rk1/p3bppp/1qp2n2/3pN3/2pP4/2N4P/PPP2PP1/R1BQ1RK1 b - - 0 12,False,12,2,5.0625,4.708125
r4rk1/p3bppp/1qp2n2/3pNb2/2pP4/2N4P/PPP2PP1/R1BQ1RK1 w - - 1 13,True,13,0,0,0
r4rk1/p3bppp/1qp2n2/3pNb2/2pP4/1PN4P/P1P2PP1/R1BQ1RK1 b - - 0 13,False,13,2,5.0625,4.708125
r4rk1/p3bpp1/1qp2n1p/3pNb2/2pP4/1PN4P/P1P2PP1/R1BQ1RK1 w - - 0 14,True,14,0,0,0
r4rk1/p3bpp1/1qp2n1p/3pNb2/2PP4/2N4P/P1P2PP1/R1BQ1RK1 b - - 0 14,False,14,2,5.0625,4.708125
r4rk1/p3bpp1/1qp2n1p/4Nb2/2pP4/2N4P/P1P2PP1/R1BQ1RK1 w - - 0 15,True,15,0,0,0
r4rk1/p3bpp1/1qp2n1p/4Nb2/2pP1B2/2N4P/P1P2PP1/R2Q1RK1 b - - 1 15,False,15,2,5.0625,4.708125
r3r1k1/p3bpp1/1qp2n1p/4Nb2/2pP1B2/2N4P/P1P2PP1/R2Q1RK1 w - - 2 16,True,16,0,0,0
r3r1k1/p3bpp1/1qp2n1p/4Nb2/2pP1B2/2N4P/P1P2PP1/R2QR1K1 b - - 3 16,False,16,2,5.0625,4.708125
r3r1k1/p3bpp1/2p2n1p/4Nb2/2pP1B2/2N4P/PqP2PP1/R2QR1K1 w - - 4 17,True,17,0,0,0
r3r1k1/p3bpp1/2p2n1p/4Nb2/2pP1B2/2N2Q1P/PqP2PP1/R3R1K1 b - - 5 17,False,17,2,5.0625,4.708125
r3r1k1/p4pp1/2p2n1p/4Nb2/1bpP1B2/2N2Q1P/PqP2PP1/R3R1K1 w - - 6 18,True,18,0,0,0
r3r1k1/p4pp1/2p2n1p/4Nb2/1bpP4/2N2Q1P/PqPB1PP1/R3R1K1 b - - 7 18,False,18,2,5.0625,4.708125
r3r1k1/p4pp1/2p2n1p/4Nb2/1bpP4/2N2Q1P/P1qB1PP1/R3R1K1 w - - 0 19,True,19,0,0,0
r3r1k1/p4pp1/2p2n1p/5b2/1bNP4/2N2Q1P/P1qB1PP1/R3R1K1 b - - 0 19,False,19,2,5.0625,4.708125
r5k1/p4pp1/2p2n1p/5b2/1bNP4/2N2Q1P/P1qB1PP1/R3r1K1 w - - 0 20,True,20,0,0,0
r5k1/p4pp1/2p2n1p/5b2/1bNP4/2N2Q1P/P1qB1PP1/4R1K1 b - - 0 20,False,20,2,5.0625,4.708125
3r2k1/p4pp1/2p2n1p/5b2/1bNP4/2N2Q1P/P1qB1PP1/4R1K1 w - - 1 21,True,21,0,0,0
3r2k1/p4pp1/2p2n1p/5b2/1bNP4/P1N2Q1P/2qB1PP1/4R1K1 b - - 0 21,False,21,2,5.0625,4.708125
3r1bk1/p4pp1/2p2n1p/5b2/2NP4/P1N2Q1P/2qB1PP1/4R1K1 w - - 1 22,True,22,0,0,0
3r1bk1/p4pp1/2p2n1p/5b2/2NP4/P1N2Q1P/2qB1PP1/3R2K1 b - - 2 22,False,22,2,5.0625,4.708125
5bk1/p4pp1/2p2n1p/5b2/2Nr4/P1N2Q1P/2qB1PP1/3R2K1 w - - 0 23,True,23,0,0,0
5bk1/p4pp1/2p2n1p/5b2/3r4/P1N1NQ1P/2qB1PP1/3R2K1 b - - 1 23,False,23,2,5.0625,4.708125
5bk1/p4pp1/2p2n1p/5b2/3r4/P1N1NQ1P/1q1B1PP1/3R2K1 w - - 2 24,True,24,0,0,0
5bk1/p4pp1/2p2n1p/5N2/3r4/P1N2Q1P/1q1B1PP1/3R2K1 b - - 0 24,False,24,2,5.0625,4.708125
5bk1/p4pp1/2p2n1p/5N2/8/P1N2Q1P/1q1r1PP1/3R2K1 w - - 0 25,True,25,0,0,0
5bk1/p4pp1/2p2n1N/8/8/P1N2Q1P/1q1r1PP1/3R2K1 b - - 0 25,False,25,2,5.0625,4.708125
5bk1/p4p2/2p2n1p/8/8/P1N2Q1P/1q1r1PP1/3R2K1 w - - 0 26,True,26,0,0,0
5bk1/p4p2/2p2n1p/8/8/P1N2Q1P/1q1r1PP1/1R4K1 b - - 1 26,False,26,2,5.0625,4.708125
5bk1/p4p2/2p2n1p/8/8/P1N2Q1P/2qr1PP1/1R4K1 w - - 2 27,True,27,0,0,0
5bk1/p4p2/2p2Q1p/8/8/P1N4P/2qr1PP1/1R4K1 b - - 0 27,False,27,2,5.0625,4.708125
5bk1/p4p2/2p2Qqp/8/8/P1N4P/3r1PP1/1R4K1 w - - 1 28,True,28,0,0,0
5bk1/p4p2/2p3qp/8/5Q2/P1N4P/3r1PP1/1R4K1 b - - 2 28,False,28,2,5.0625,4.708125
5bk1/p4p2/2p4p/8/5Q2/P1N4P/3r1PP1/1q4K1 w - - 0 29,True,29,0,0,0
5bk1/p4p2/2p4p/8/5Q2/P6P/3r1PP1/1N4K1 b - - 0 29,False,29,2,5.0625,4.708125
5bk1/p4p2/2p4p/8/5Q2/P6P/5PP1/1N1r2K1 w - - 1 30,True,30,0,0,0
5bk1/p4p2/2p4p/8/5Q2/P6P/5PPK/1N1r4 b - - 2 30,False,30,2,5.0625,4.708125
6k1/p4p2/2pb3p/8/5Q2/P6P/5PPK/1N1r4 w - - 3 31,True,31,0,0,0
6k1/p4p2/2pb3p/8/5Q2/P1N4P/5PPK/3r4 b - - 4 31,False,31,2,5.0625,4.708125
6k1/p4p2/2pb3p/8/5Q2/P1Nr3P/5PPK/8 w - - 5 32,True,32,0,0,0
6k1/p4p2/2pQ3p/8/8/P1Nr3P/5PPK/8 b - - 0 32,False,32,2,5.0625,4.708125
6k1/p4p2/2pr3p/8/8/P1N4P/5PPK/8 w - - 0 33,True,33,0,0,0
6k1/p4p2/2pr3p/8/P7/2N4P/5PPK/8 b - - 0 33,False,33,2,5.0625,4.708125
6k1/p4p2/2p4p/8/P7/2Nr3P/5PPK/8 w - - 1 34,True,34,0,0,0
6k1/p4p2/2p4p/8/P3N3/3r3P/5PPK/8 b - - 2 34,False,34,2,5.0625,4.708125
6k1/p4p2/2p4p/8/P2rN3/7P/5PPK/8 w - - 3 35,True,35,0,0,0
6k1/p4p2/2p4p/8/P2r4/6NP/5PPK/8 b - - 4 35,False,35,2,5.0625,4.708125
6k1/p4p2/2p4p/8/r7/6NP/5PPK/8 w - - 0 36,True,36,0,0,0
6k1/p4p2/2p4p/5N2/r7/7P/5PPK/8 b - - 1 36,False,36,2,5.0625,4.708125
8/p4p1k/2p4p/5N2/r7/7P/5PPK/8 w - - 2 37,True,37,0,0,0
8/p4p1k/2pN3p/8/r7/7P/5PPK/8 b - - 3 37,False,37,2,5.0625,4.708125
6k1/p4p2/2pN3p/8/r7/7P/5PPK/8 w - - 4 38,True,38,0,0,0
6k1/pN3p2/2p4p/8/r7/7P/5PPK/8 b - - 5 38,False,38,2,5.0625,4.708125
6k1/pN3p2/2p4p/8/8/7P/r4PPK/8 w - - 6 39,True,39,0,0,0
6k1/pN3p2/2p4p/8/6P1/7P/r4P1K/8 b - - 0 39,False,39,2,5.0625,4.708125
6k1/pN3p2/2p4p/8/6P1/7P/1r3P1K/8 w - - 1 40,True,40,0,0,0
6k1/p4p2/2p4p/N7/6P1/7P/1r3P1K/8 b - - 2 40,False,40,2,5.0625,4.708125
6k1/p4p2/2p4p/Nr6/6P1/7P/5P1K/8 w - - 3 41,True,41,0,0,0
6k1/p4p2/2p4p/Nr6/5PP1/7P/7K/8 b - - 0 41,False,41,2,5.0625,4.708125
6k1/p4p2/2p4p/r7/5PP1/7P/7K/8 w - - 0 42,True,42,0,0,0
6k1/p4p2/2p4p/r5P1/5P2/7P/7K/8 b - - 0 42,False,42,2,5.0625,4.708125
6k1/p4p2/2p5/r5p1/5P2/7P/7K/8 w - - 0 43,True,43,0,0,0
6k1/p4p2/2p5/r5P1/8/7P/7K/8 b - - 0 43,False,43,2,5.0625,4.708125
6k1/p4p2/2p5/6r1/8/7P/7K/8 w - - 0 44,True,44,0,0,0
6k1/p4p2/2p5/6r1/8/7P/8/7K b - - 1 44,False,44,2,5.0625,4.708125
8/p4p1k/2p5/6r1/8/7P/8/7K w - - 2 45,True,45,0,0,0
8/p4p1k/2p5/6r1/7P/8/8/7K b - - 0 45,False,45,2,5.0625,4.708125
8/p4p1k/2p5/3r4/7P/8/8/7K w - - 1 46,True,46,0,0,0
8/p4p1k/2p5/3r4/7P/8/6K1/8 b - - 2 46,False,46,2,5.0625,4.708125
8/5p1k/p1p5/3r4/7P/8/6K1/8 w - - 0 47,True,47,0,0,0
8/5p1k/p1p5/3r4/7P/6K1/8/8 b - - 1 47,False,47,2,5.0625,4.708125
8/5p1k/2p5/p2r4/7P/6K1/8/8 w - - 0 48,True,48,0,0,0
8/5p1k/2p5/p2r4/7P/8/5K2/8 b - - 1 48,False,48,2,5.0625,4.708125
8/5p1k/2p5/p4r2/7P/8/5K2/8 w - - 2 49,True,49,0,0,0
8/5p1k/2p5/p4r2/7P/8/8/4K3 b - - 3 49,False,49,2,5.0625,4.708125
8/5p1k/2p5/p2r4/7P/8/8/4K3 w - - 4 50,True,50,0,0,0
8/5p1k/2p5/p2r4/7P/8/8/5K2 b - - 5 50,False,50,2,5.0625,4.708125
8/5p1k/2p5/p7/7P/8/3r4/5K2 w - - 6 51,True,51,0,0,0
8/5p1k/2p5/p7/7P/8/3r4/4K3 b - - 7 51,False,51,2,5.0625,4.708125
8/5p1k/2p5/p7/7P/8/1r6/4K3 w - - 8 52,True,52,0,0,0
8/5p1k/2p5/p6P/8/8/1r6/4K3 b - - 0 52,False,52,2,5.0625,4.708125
8/5p1k/8/p1p4P/8/8/1r6/4K3 w - - 0 53,True,53,0,0,0
8/5p1k/8/p1p4P/8/8/1r6/5K2 b - - 1 53,False,53,2,5.0625,4.708125
8/5p1k/8/p1p4P/8/8/3r4/5K2 w - - 2 54,True,54,0,0,0
8/5p1k/7P/p1p5/8/8/3r4/5K2 b - - 0 54,False,54,2,5.0625,4.708125
8/5p2/7k/p1p5/8/8/3r4/5K2 w - - 0 55,True,55,0,0,0
8/5p2/7k/p1p5/8/8/3r4/6K1 b - - 1 55,False,55,2,5.0625,4.708125
8/5p2/7k/p1p5/8/8/1r6/6K1 w - - 2 56,True,56,0,0,0
8/5p2/7k/p1p5/8/8/1r6/5K2 b - - 3 56,False,56,2,5.0625,4.708125
8/8/5p1k/p1p5/8/8/1r6/5K2 w - - 0 57,True,57,0,0,0
8/8/5p1k/p1p5/8/8/1r6/4K3 b - - 1 57,False,57,2,5.0625,4.708125
8/8/5p2/p1p4k/8/8/1r6/4K3 w - - 2 58,True,58,0,0,0
8/8/5p2/p1p4k/8/8/1r6/3K4 b - - 3 58,False,58,2,5.0625,4.708125
8/8/5p2/2p4k/p7/8/1r6/3K4 w - - 0 59,True,59,0,0,0
8/8/5p2/2p4k/p7/8/1r6/4K3 b - - 1 59,False,59,2,5.0625,4.708125
8/8/5p2/2p4k/8/p7/1r6/4K3 w - - 0 60,True,60,0,0,0
8/8/5p2/2p4k/8/p7/1r6/5K2 b - - 1 60,False,60,2,5.0625,4.708125
8/8/5p2/2p4k/8/8/pr6/5K2 w - - 0 61,True,61,0,0,0
8/8/5p2/2p4k/8/8/pr6/6K1 b - - 1 61,False,61,2,5.0625,4.708125
